quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
6,0.22,9,0.07,0.99654,10.6,0.42,white
5,0.24,9,0.055,0.99758,12.5,0.51,white
6,0.28,11,0.051,0.99374,6.8,0.59,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
5,0.17,10,0.039,0.99243,2.9,0.5,white
5,0.26,10.7,0.04,0.99216,1.4,0.46,white
5,0.27,10.7,0.042,0.99215,1.4,0.46,white
8,0.46,13.4,0.026,0.98953,2.1,0.77,white
6,0.19,11,0.015,0.99278,7.4,0.39,white
5,0.17,10,0.039,0.99243,2.9,0.5,white
5,0.26,10.7,0.04,0.99216,1.4,0.46,white
5,0.27,10.7,0.042,0.99215,1.4,0.46,white
6,0.19,11,0.015,0.99278,7.4,0.39,white
6,0.2,11,0.016,0.99186,5,0.39,white
7,0.17,11.1,0.028,0.99072,2.5,0.37,white
5,0.2,10.9,0.025,0.99244,6.1,0.52,white
5,0.39,11.5,0.017,0.99084,2.7,0.37,white
8,0.46,13.4,0.026,0.98953,2.1,0.77,white
5,0.4,9.4,0.033,0.99754,12.9,0.49,white
5,0.4,9.4,0.033,0.99754,12.9,0.49,white
5,0.4,9.4,0.033,0.99754,12.9,0.49,white
6,0.24,10.6,0.035,0.99567,13.7,0.38,white
5,0.4,9.4,0.033,0.99754,12.9,0.49,white
4,0.27,12,0.014,0.99094,2.4,0.65,white
6,0.27,10.2,0.042,0.99532,9.8,0.42,white
6,0.24,10.6,0.035,0.99567,13.7,0.38,white
5,0.61,13.5,0.009,0.9874,1.3,0.37,white
5,0.42,9.7,0.04,0.99794,12.1,0.58,white
6,0.33,12.2,0.018,0.99122,6.1,0.32,white
5,0.33,12.3,0.04,0.99226,7.7,0.57,white
6,0.33,12.2,0.018,0.99122,6.1,0.32,white
7,0.15,11.4,0.022,0.99099,1.4,0.57,white
7,0.32,12.7,0.022,0.99134,7.7,0.7,white
5,0.42,9.7,0.04,0.99794,12.1,0.58,white
6,0.25,10.8,0.02,0.99338,6.8,0.29,white
6,0.27,11,0.018,0.9938,9.2,0.29,white
5,0.27,9.5,0.05,0.9955,8.3,0.48,white
6,0.25,10.1,0.064,0.99776,17.4,0.49,white
7,0.19,13.2,0.027,0.98964,2.7,0.4,white
5,0.29,8.8,0.037,0.99808,12.8,0.34,white
5,0.34,9.5,0.043,0.99551,8.2,0.48,white
5,0.27,9.5,0.044,0.99548,8.1,0.48,white
6,0.26,9.5,0.047,0.99541,8.2,0.47,white
5,0.27,9.5,0.05,0.9955,8.3,0.48,white
5,0.26,9.5,0.051,0.99536,8,0.47,white
6,0.25,10.4,0.043,0.99524,11.8,0.58,white
6,0.32,9.9,0.049,0.9961,12,0.55,white
5,0.24,10,0.046,0.99224,1.7,0.48,white
6,0.25,10.1,0.064,0.99776,17.4,0.49,white
6,0.13,9.4,0.056,0.99702,13.9,0.39,white
5,0.39,9.3,0.098,0.99657,10.7,0.47,white
5,0.21,10.9,0.057,0.99176,2,0.52,white
5,0.3,11.4,0.042,0.99166,2.2,0.57,white
5,0.2,10.3,0.036,0.99242,1.3,0.73,white
6,0.18,11,0.033,0.99109,1.1,0.51,white
5,0.21,10.9,0.057,0.99176,2,0.52,white
6,0.17,10.8,0.042,0.99278,6.4,0.4,white
5,0.2,10.3,0.036,0.99242,1.3,0.73,white
6,0.18,11,0.033,0.99109,1.1,0.51,white
5,0.39,9.3,0.098,0.99657,10.7,0.47,white
5,0.21,10.2,0.041,0.99358,6.4,0.59,white
6,0.21,10.2,0.042,0.99358,6.3,0.59,white
6,0.17,10.8,0.042,0.99278,6.4,0.4,white
3,0.26,10.5,0.06,0.99705,15.1,0.52,white
5,0.28,11.1,0.052,0.9912,2,0.52,white
5,0.21,10.9,0.057,0.99176,2,0.52,white
5,0.3,11.4,0.042,0.99166,2.2,0.57,white
5,0.34,10.3,0.049,0.99677,12.1,0.49,white
7,0.43,12.9,0.042,0.99172,8.8,0.33,white
5,0.41,9.9,0.045,0.9953,8.8,0.59,white
6,0.4,11.3,0.036,0.99186,5.1,0.44,white
6,0.35,11.5,0.034,0.99188,6.8,0.4,white
6,0.35,11.5,0.034,0.99188,6.8,0.4,white
5,0.3,10.7,0.039,0.99158,3.7,0.38,white
6,0.28,10.4,0.042,0.99522,12.2,0.56,white
6,0.33,12.5,0.033,0.99176,5.7,0.64,white
5,0.26,9.5,0.052,0.99558,8.1,0.48,white
7,0.24,11.3,0.042,0.9911,2.5,0.56,white
6,0.46,13,0.034,0.99016,4,0.54,white
6,0.35,11.5,0.034,0.99188,6.8,0.4,white
5,0.23,11.5,0.053,0.98956,1,0.39,white
6,0.4,11.3,0.036,0.99186,5.1,0.44,white
7,0.44,13.2,0.035,0.99062,5.8,0.57,white
7,0.26,11.5,0.034,0.99274,10.6,0.28,white
5,0.31,9.6,0.086,0.993,3.5,0.44,white
5,0.31,9.6,0.086,0.993,3.5,0.44,white
6,0.15,9.7,0.058,0.9978,16.4,0.37,white
5,0.41,9.2,0.052,0.9946,4.8,0.62,white
5,0.31,8.4,0.052,0.99429,3.3,0.48,white
6,0.27,12.4,0.05,0.99002,1.2,0.45,white
6,0.27,12.4,0.05,0.99002,1.2,0.45,white
5,0.41,9.2,0.052,0.9946,4.8,0.62,white
5,0.31,8.4,0.052,0.99429,3.3,0.48,white
6,0.37,11.7,0.028,0.9909,2.5,0.36,white
6,0.21,11,0.036,0.99294,8.7,0.56,white
6,0.26,11.9,0.032,0.99044,1.6,0.43,white
7,0.34,13.2,0.028,0.98958,4,0.5,white
6,0.37,11.7,0.028,0.9909,2.5,0.36,white
5,0.32,9.1,0.055,0.9986,16.2,0.54,white
6,0.24,12.6,0.023,0.99262,9,0.35,white
5,0.32,9.1,0.055,0.9986,16.2,0.54,white
6,0.39,10.5,0.194,0.99212,1.4,0.46,white
5,0.31,10.6,0.047,0.99628,7,0.64,white
6,0.24,12.6,0.023,0.99262,9,0.35,white
7,0.17,13.7,0.03,0.98913,3.1,0.33,white
6,0.2,12,0.037,0.99021,1.5,0.49,white
7,0.32,12.5,0.031,0.99198,4.6,0.73,white
6,0.12,12.1,0.03,0.99226,4.8,0.68,white
6,0.18,11.3,0.032,0.99159,4.6,0.38,white
6,0.2,12,0.037,0.99021,1.5,0.49,white
6,0.17,10.3,0.049,0.99224,2.7,0.55,white
6,0.21,12.7,0.039,0.99068,6.3,0.31,white
5,0.25,9.2,0.048,0.99587,7.2,0.37,white
5,0.25,9.2,0.048,0.99587,7.2,0.37,white
6,0.22,9.5,0.054,0.99728,12.4,0.47,white
6,0.27,10.1,0.045,0.99364,6.6,0.34,white
6,0.27,10.1,0.045,0.99364,6.6,0.34,white
7,0.39,13,0.038,0.99018,4,0.53,white
6,0.31,13.1,0.04,0.98968,4.8,0.56,white
6,0.23,11,0.048,0.99178,1.3,0.55,white
5,0.25,9.2,0.048,0.99587,7.2,0.37,white
6,0.22,9.4,0.056,0.9961,11.1,0.36,white
6,0.22,9.5,0.054,0.99728,12.4,0.47,white
6,0.23,10.2,0.055,0.99534,9.8,0.4,white
6,0.27,10.1,0.045,0.99364,6.6,0.34,white
4,0.36,8.6,0.054,0.99864,13.3,0.49,white
5,0.37,9,0.094,0.99776,11.7,0.51,white
5,0.26,9.6,0.062,0.99545,8,0.5,white
7,0.22,9.9,0.057,0.99299,1.6,0.44,white
5,0.22,10.5,0.059,0.99665,16.55,0.38,white
5,0.28,11.4,0.053,0.99069,1.5,0.5,white
5,0.35,9.4,0.069,0.99692,10.2,0.49,white
4,0.73,11.1,0.054,0.99324,6.6,0.28,white
6,0.28,8.9,0.047,0.99896,17.8,0.45,white
6,0.28,8.9,0.047,0.99896,17.8,0.45,white
5,0.2,10.8,0.049,0.99226,1.5,0.52,white
6,0.33,12.2,0.045,0.99226,7.4,0.55,white
6,0.28,8.9,0.047,0.99896,17.8,0.45,white
6,0.24,12.5,0.029,0.99076,2,0.63,white
6,0.33,12.2,0.045,0.99226,7.4,0.55,white
6,0.24,12.5,0.029,0.99076,2,0.63,white
6,0.28,8.9,0.047,0.99896,17.8,0.45,white
6,0.27,10.8,0.046,0.9951,12.1,0.37,white
6,0.38,11.4,0.043,0.99234,8.2,0.31,white
5,0.2,10.8,0.049,0.99226,1.5,0.52,white
5,0.21,10.6,0.036,0.99368,8.7,0.39,white
5,0.34,9.2,0.044,0.9937,3.5,0.39,white
6,0.435,12.2,0.031,0.99151,6.4,0.46,white
6,0.25,12.3,0.021,0.99021,2.1,0.45,white
6,0.26,10.4,0.038,0.99479,7.7,0.56,white
6,0.24,10.4,0.035,0.9954,12.3,0.57,white
7,0.23,11,0.035,0.99176,1.3,0.55,white
5,0.21,10.6,0.036,0.99368,8.7,0.39,white
5,0.34,9.2,0.044,0.9937,3.5,0.39,white
4,0.65,13.5,0.013,0.99246,1.1,0.36,white
6,0.22,11.4,0.144,0.9908,2.8,0.64,white
6,0.27,11.5,0.071,0.98994,3.5,0.38,white
7,0.455,14,0.036,0.98746,1.9,0.83,white
7,0.33,12.5,0.036,0.99028,3.8,0.63,white
7,0.33,12.5,0.036,0.99028,3.8,0.63,white
7,0.31,12.8,0.038,0.98867,2.4,0.36,white
7,0.39,11.2,0.037,0.99174,4.8,0.43,white
7,0.39,11.2,0.037,0.99174,4.8,0.43,white
6,0.37,13.6,0.04,0.99021,6.2,0.27,white
6,0.23,9.2,0.149,0.99304,1.3,0.42,white
7,0.33,12.5,0.036,0.99028,3.8,0.63,white
6,0.25,11.1,0.054,0.99154,1.5,0.48,white
7,0.39,11.2,0.037,0.99174,4.8,0.43,white
7,0.455,14,0.036,0.98746,1.9,0.83,white
6,0.37,13.6,0.04,0.99021,6.2,0.27,white
5,0.28,9.4,0.056,0.9956,7.9,0.52,white
7,0.35,14.2,0.037,0.98779,1.6,0.4,white
6,0.31,13.2,0.035,0.98836,1.4,0.4,white
6,0.25,11.2,0.05,0.99138,2.6,0.53,white
5,0.36,10.2,0.057,0.99751,14.8,0.57,white
7,0.31,12.8,0.038,0.98867,2.4,0.36,white
5,0.31,10.1,0.045,0.99249,0.9,0.39,white
5,0.31,10.1,0.045,0.99249,0.9,0.39,white
5,0.22,10.3,0.031,0.99239,1.2,0.31,white
6,0.14,9.9,0.056,0.99512,9.9,0.33,white
5,0.22,11.5,0.046,0.99098,3.9,0.31,white
5,0.32,9,0.063,0.99872,15.6,0.56,white
5,0.32,9,0.063,0.99872,15.6,0.56,white
6,0.28,12.1,0.03,0.98894,1.5,0.41,white
6,0.3,13.3,0.036,0.988245,1.6,0.41,white
8,0.22,11.5,0.05,0.99326,7.8,0.6,white
4,0.31,11,0.039,0.99328,5.6,0.52,white
6,0.27,10.7,0.04,0.99222,1.3,0.53,white
5,0.46,9.4,0.046,0.99898,16.7,0.56,white
6,0.23,10.3,0.042,0.99486,7.95,0.61,white
5,0.36,9.3,0.185,0.99528,6.7,0.42,white
6,0.18,12,0.04,0.99062,1.1,0.6,white
6,0.27,11,0.048,0.99282,6.3,0.6,white
5,0.4,9.3,0.053,0.996,8.9,0.5,white
5,0.345,10.1,0.068,0.99138,1,0.4,white
6,0.23,11.1,0.053,0.99166,1.5,0.47,white
6,0.2,9.9,0.046,0.99408,6.6,0.58,white
6,0.27,11,0.048,0.99281,6.2,0.6,white
6,0.27,11,0.048,0.99282,6.3,0.6,white
6,0.3,12.5,0.042,0.98964,2.1,0.42,white
7,0.3,12.7,0.042,0.98952,2.2,0.44,white
5,0.14,9.3,0.045,0.99469,5.4,0.45,white
5,0.4,9.3,0.053,0.996,8.9,0.5,white
5,0.345,10.1,0.068,0.99138,1,0.4,white
5,0.33,8.8,0.066,0.9991,17.9,0.51,white
6,0.16,11.2,0.043,0.99047,2.6,0.47,white
7,0.22,10.8,0.038,0.99178,1.3,0.54,white
5,0.33,8.8,0.066,0.9991,17.9,0.51,white
6,0.16,11.2,0.043,0.99047,2.6,0.47,white
5,0.24,10.3,0.05,0.99207,2.3,0.46,white
5,0.31,12,0.026,0.99152,4.3,0.48,white
6,0.185,9.5,0.048,0.99438,7.1,0.41,white
6,0.185,9.5,0.048,0.99438,7.1,0.41,white
6,0.43,9.8,0.04,0.99622,11.9,0.54,white
5,0.39,9,0.084,0.99773,11.7,0.51,white
7,0.58,13,0.032,0.99088,5.8,0.53,white
7,0.34,11.8,0.044,0.99108,3.8,0.44,white
5,0.35,8.8,0.056,0.99803,12.4,0.52,white
4,0.38,11.2,0.05,0.99304,6.5,0.55,white
6,0.185,9.5,0.048,0.99438,7.1,0.41,white
4,0.27,9.4,0.049,0.99548,7.6,0.54,white
6,0.29,9.5,0.049,0.99551,7.9,0.51,white
6,0.17,10.4,0.034,0.99152,2.8,0.49,white
7,0.18,9.8,0.035,0.99572,10.6,0.49,white
6,0.17,10.4,0.034,0.99152,2.8,0.49,white
6,0.37,10.3,0.175,0.99244,1.5,0.56,white
4,0.27,9.4,0.049,0.99548,7.6,0.54,white
6,0.29,9.5,0.049,0.99551,7.9,0.51,white
7,0.24,11.9,0.033,0.9903,1.7,0.81,white
7,0.32,12.8,0.025,0.99162,7.6,0.65,white
6,0.27,13,0.03,0.99116,7.5,0.38,white
7,0.29,10.4,0.04,0.9922,1.7,0.59,white
6,0.29,10.4,0.034,0.99223,1.7,0.59,white
5,0.22,10.7,0.035,0.99481,12.1,0.4,white
7,0.22,10.7,0.036,0.9928,4.5,0.76,white
7,0.24,11.9,0.033,0.9903,1.7,0.81,white
6,0.23,10.4,0.043,0.99429,8,0.42,white
7,0.32,12.8,0.025,0.99162,7.6,0.65,white
6,0.11,9.9,0.044,0.99454,8.6,0.37,white
6,0.11,9.9,0.044,0.99454,8.6,0.37,white
6,0.23,9.4,0.048,0.99863,14.6,0.71,white
6,0.2,11.4,0.048,0.991,1.6,0.43,white
6,0.11,9.9,0.044,0.99454,8.6,0.37,white
6,0.23,9.4,0.048,0.99863,14.6,0.71,white
5,0.2,9.2,0.06,0.99317,1.1,0.39,white
7,0.19,10.5,0.041,0.99173,3.7,0.57,white
7,0.28,11,0.048,0.99455,8.9,0.54,white
7,0.28,11,0.048,0.99455,8.9,0.54,white
5,0.37,12.1,0.038,0.99186,4.7,0.72,white
7,0.28,11,0.048,0.99455,8.9,0.54,white
7,0.26,12.8,0.041,0.98944,3.1,0.39,white
6,0.24,10.5,0.053,0.9942,5.8,0.98,white
6,0.24,10.5,0.053,0.9942,5.8,0.98,white
6,0.24,10.5,0.053,0.9942,5.8,0.98,white
5,0.25,9.5,0.062,0.99238,1,0.4,white
6,0.25,9.2,0.052,0.99782,15.8,0.45,white
6,0.14,11.1,0.047,0.99111,1.5,0.72,white
7,0.38,12.3,0.042,0.99067,5.2,0.5,white
6,0.14,11.1,0.047,0.99111,1.5,0.72,white
6,0.15,12.6,0.037,0.98878,2.5,0.58,white
5,0.25,9.5,0.062,0.99238,1,0.4,white
6,0.25,9.2,0.052,0.99782,15.8,0.45,white
6,0.22,10.8,0.054,0.9938,5.9,0.57,white
6,0.21,11.3,0.044,0.99143,3.1,0.6,white
7,0.26,12.8,0.041,0.98944,3.1,0.39,white
6,0.24,10.5,0.053,0.9942,5.8,0.98,white
6,0.46,9.8,0.051,0.99588,11.5,0.56,white
6,0.18,8.5,0.054,1.00038,18,0.61,white
5,0.32,9.3,0.054,0.99424,4.8,0.5,white
5,0.4,9.2,0.055,0.99626,8.5,0.52,white
6,0.23,11.4,0.037,0.99076,1.6,0.51,white
6,0.18,8.5,0.054,1.00038,18,0.61,white
5,0.32,9.3,0.054,0.99424,4.8,0.5,white
4,0.37,8.4,0.056,0.99536,5.9,0.46,white
5,0.23,9.2,0.062,0.99318,1.1,0.4,white
5,0.4,9.2,0.055,0.99626,8.5,0.52,white
6,0.19,10.4,0.033,0.99726,13.1,0.79,white
6,0.28,11.6,0.046,0.99126,4.1,0.56,white
6,0.32,12.4,0.029,0.98998,2.9,0.6,white
6,0.19,10.4,0.033,0.99726,13.1,0.79,white
5,0.26,9.3,0.052,0.99304,1.1,0.54,white
6,0.25,12.2,0.029,0.9892,1.5,0.46,white
6,0.28,11,0.031,0.99296,7.75,0.46,white
5,0.19,11.4,0.023,0.99047,1.15,0.38,white
5,0.29,9.5,0.06,0.9924,1,0.41,white
5,0.27,9.2,0.034,0.9989,17.8,0.53,white
6,0.26,11.1,0.021,0.99338,5.7,0.62,white
5,0.27,9.2,0.034,0.9989,17.8,0.53,white
6,0.2,11,0.032,0.99404,7.4,0.58,white
5,0.33,9.9,0.041,0.99287,1.4,0.48,white
5,0.34,9.9,0.044,0.99286,1.4,0.46,white
5,0.29,9.5,0.06,0.9924,1,0.41,white
4,1.1,12.4,0.033,0.99058,4.4,0.47,white
5,0.24,9.4,0.052,0.9934,1.6,0.5,white
5,0.24,9.3,0.053,0.99545,7.9,0.52,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
7,0.17,9,0.05,0.99971,17.55,0.43,white
6,0.19,10.7,0.038,0.99546,13.5,0.63,white
6,0.19,10.7,0.038,0.99546,13.5,0.63,white
6,0.16,11.3,0.034,0.99058,1.3,0.58,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
6,0.3,11.7,0.028,0.99314,11.6,0.38,white
5,0.24,9.3,0.053,0.99545,7.9,0.52,white
7,0.16,8.7,0.05,0.9984,15.5,0.43,white
7,0.17,9,0.05,0.99971,17.55,0.43,white
6,0.3,11.7,0.028,0.99314,11.6,0.38,white
5,0.43,10.7,0.032,0.99565,13.15,0.51,white
6,0.17,11.4,0.036,0.99056,1.9,0.54,white
6,0.19,10.7,0.038,0.99546,13.5,0.63,white
6,0.16,11.3,0.034,0.99058,1.3,0.58,white
5,0.41,10,0.048,0.99362,6.1,0.42,white
5,0.41,10,0.048,0.99362,6.1,0.42,white
6,0.36,11.2,0.036,0.99196,1.9,0.49,white
5,0.17,9.7,0.09,0.99255,1.9,0.41,white
5,0.28,12.5,0.032,0.99027,1.6,0.42,white
8,0.5,12.9,0.029,0.99302,11.3,0.78,white
6,0.44,11.8,0.057,0.99257,8.4,0.36,white
5,0.38,10.6,0.062,0.99506,8.3,0.72,white
6,0.44,11.8,0.057,0.99257,8.4,0.36,white
6,0.24,10.7,0.049,0.9952,12.2,0.37,white
5,0.28,9.9,0.048,0.99498,8,0.51,white
6,0.26,12,0.048,0.9903,1.3,0.46,white
7,0.16,10.4,0.043,0.99706,12.7,0.82,white
5,0.36,8.5,0.054,0.99398,1.3,0.39,white
4,0.35,9.9,0.06,0.99588,10.5,0.38,white
6,0.25,9.4,0.049,0.99691,12.5,0.45,white
5,0.37,10.4,0.05,0.99608,9.6,0.46,white
6,0.25,11,0.044,0.99142,1.5,0.59,white
6,0.23,11,0.044,0.99138,1.5,0.57,white
6,0.265,10.4,0.052,0.99432,7.8,0.38,white
6,0.25,9.8,0.05,0.99592,10.8,0.5,white
6,0.25,9.4,0.049,0.99691,12.5,0.45,white
6,0.23,10.6,0.046,0.99432,8.6,0.53,white
5,0.3,10.1,0.052,0.99266,1.2,0.44,white
8,0.33,11.5,0.048,0.99456,14.5,0.3,white
6,0.26,11.4,0.048,0.9915,3.7,0.45,white
6,0.2,9.2,0.058,0.99322,1.1,0.38,white
6,0.21,9.7,0.059,0.9927,1.1,0.38,white
6,0.25,11.3,0.047,0.99173,3.8,0.46,white
6,0.27,9.6,0.098,0.99412,4.6,0.49,white
6,0.24,8.9,0.07,0.99666,10.2,0.46,white
6,0.14,10,0.057,0.99425,7.9,0.36,white
6,0.5,9.2,0.059,0.99314,2.4,0.4,white
6,0.41,9,0.11,0.99672,10.7,0.41,white
7,0.25,12.8,0.03,0.99024,4.9,0.58,white
6,0.41,9,0.11,0.99672,10.7,0.41,white
5,0.25,9.5,0.054,0.99366,1.1,0.55,white
6,0.14,10,0.057,0.99425,7.9,0.36,white
5,0.21,11,0.046,0.99299,5.6,0.38,white
6,0.5,9.2,0.059,0.99314,2.4,0.4,white
6,0.29,10.6,0.037,0.99528,14.2,0.38,white
5,0.37,10,0.057,0.99568,9.5,0.42,white
5,0.37,10,0.057,0.99568,9.5,0.42,white
7,0.31,11.7,0.03,0.99062,4.1,0.38,white
7,0.45,12.5,0.035,0.99058,4.7,0.36,white
7,0.3,11.1,0.039,0.99059,1.4,0.47,white
5,0.23,9.7,0.041,0.99119,0.9,0.62,white
6,0.3,12.3,0.037,0.99727,20.3,0.38,white
6,0.28,12.2,0.035,0.99021,3.5,0.38,white
6,0.255,11.3,0.043,0.99238,2.7,0.76,white
5,0.4,11.6,0.053,0.99164,1.2,0.38,white
6,0.21,11.3,0.04,0.99006,1.2,0.56,white
6,0.2,11.1,0.041,0.99078,2,0.56,white
6,0.17,11.2,0.041,0.99036,1.1,0.57,white
6,0.21,11.3,0.046,0.99123,1.5,0.45,white
6,0.26,12,0.041,0.98978,1.2,0.45,white
6,0.35,8.8,0.069,0.99908,18.1,0.5,white
6,0.35,8.8,0.069,0.99908,18.1,0.5,white
8,0.43,12,0.046,0.99022,3.6,0.34,white
7,0.4,12,0.046,0.99024,3.5,0.31,white
5,0.28,9,0.049,0.9973,12.1,0.44,white
6,0.23,9.3,0.054,0.99853,17.45,0.6,white
6,0.34,8.7,0.059,0.99769,12.1,0.56,white
6,0.44,12.8,0.095,0.98954,3,0.63,white
7,0.13,11.5,0.052,0.98974,1.6,0.5,white
5,0.17,10,0.048,0.99382,5.7,0.54,white
5,0.18,10,0.047,0.99383,5.6,0.54,white
5,0.31,10.3,0.059,0.99538,6.8,0.56,white
5,0.33,10.4,0.054,0.99734,15.6,0.56,white
7,0.34,13.4,0.02,0.98981,6,0.29,white
6,0.29,11.2,0.032,0.99095,1.8,0.62,white
5,0.31,9.1,0.048,0.9964,8.6,0.36,white
5,0.31,9.1,0.048,0.9964,8.6,0.36,white
6,0.25,10.8,0.04,0.99411,11.5,0.31,white
6,0.27,12.5,0.038,0.9915,7.8,0.34,white
5,0.26,11.3,0.046,0.99234,2.4,0.73,white
6,0.65,12.8,0.035,0.99016,5,0.48,white
5,0.31,9.1,0.048,0.9964,8.6,0.36,white
6,0.23,12.7,0.041,0.98949,1.5,0.39,white
7,0.18,11,0.054,0.99287,5.4,0.54,white
6,0.28,10.4,0.052,0.99544,11.9,0.58,white
6,0.28,10.4,0.052,0.99544,11.9,0.58,white
6,0.27,10.7,0.051,0.9941,9,0.53,white
6,0.25,10.9,0.055,0.994,10,0.35,white
6,0.28,10.4,0.052,0.99544,11.9,0.58,white
6,0.26,10.4,0.052,0.99546,11.9,0.58,white
7,0.13,9.7,0.064,0.99737,15.5,0.41,white
7,0.18,11,0.054,0.99287,5.4,0.54,white
6,0.2,9.6,0.055,0.99767,15,0.53,white
7,0.24,13.9,0.038,0.98711,1.4,0.29,white
5,0.48,9.4,0.046,0.99714,9.4,0.61,white
6,0.26,12.5,0.032,0.99134,3.7,0.67,white
6,0.2,9.6,0.055,0.99767,15,0.53,white
5,0.3,9.5,0.049,0.9927,1.4,0.45,white
5,0.32,9.6,0.048,0.9948,6.5,0.45,white
5,0.3,9.5,0.049,0.9927,1.4,0.45,white
5,0.34,9.6,0.047,0.99481,6.3,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
5,0.26,10.4,0.061,0.99192,1.5,0.46,white
5,0.31,10.7,0.063,0.99184,1.6,0.5,white
7,0.22,12,0.05,0.99019,1.4,0.48,white
7,0.23,12.1,0.044,0.98998,3.5,0.37,white
8,0.17,13.1,0.04,0.98886,1,0.4,white
6,0.19,12.4,0.039,0.98998,1.4,0.41,white
7,0.21,12.6,0.035,0.98949,1.5,0.36,white
7,0.16,8.7,0.056,0.99825,13.7,0.44,white
5,0.22,12,0.04,0.99009,1.6,0.66,white
6,0.34,11.6,0.06,0.99252,5.2,0.57,white
5,0.34,9.3,0.174,0.99288,1.4,0.5,white
6,0.24,9.3,0.05,0.99659,11.9,0.58,white
7,0.35,11.1,0.048,0.99133,2.4,0.54,white
6,0.24,10.2,0.049,0.99324,3.2,0.69,white
6,0.25,10.6,0.037,0.99164,1.7,0.66,white
7,0.19,11.3,0.038,0.99107,4.2,0.42,white
5,0.24,9.4,0.052,0.9986,15.4,0.69,white
6,0.31,9.3,0.053,0.99708,13,0.5,white
6,0.25,11.1,0.039,0.99163,5.6,0.52,white
6,0.38,9.9,0.055,0.99605,9.7,0.65,white
7,0.3,11.8,0.041,0.99065,2.5,0.61,white
7,0.33,12.6,0.04,0.9903,4,0.64,white
5,0.24,9.4,0.052,0.9986,15.4,0.69,white
5,0.27,10.5,0.043,0.99236,1.2,0.68,white
6,0.24,12.3,0.037,0.98948,2,0.5,white
6,0.33,11.3,0.048,0.99045,1.2,0.62,white
5,0.21,9.6,0.097,0.9939,5.1,0.46,white
6,0.22,12,0.04,0.98985,1.4,0.33,white
5,0.27,11.2,0.05,0.99138,1.2,0.45,white
6,0.2,10.2,0.044,0.99348,6.5,0.33,white
6,0.27,12.4,0.045,0.99066,1.3,0.44,white
6,0.2,10.2,0.044,0.99348,6.5,0.33,white
8,0.45,13.4,0.04,0.98862,2.7,0.38,white
6,0.22,12.6,0.036,0.98865,1.3,0.35,white
5,0.3,9.8,0.053,0.99472,7.4,0.53,white
5,0.36,9.1,0.049,0.99792,12.9,0.45,white
6,0.27,12.4,0.045,0.99066,1.3,0.44,white
6,0.24,12.5,0.044,0.99035,1.2,0.43,white
6,0.41,11.7,0.033,0.99086,2.6,0.34,white
6,0.24,12.9,0.044,0.99013,2.3,0.46,white
5,0.3,10.1,0.054,0.99266,1.3,0.43,white
6,0.26,10.3,0.044,0.99517,10.5,0.5,white
6,0.41,11.7,0.033,0.99086,2.6,0.34,white
6,0.32,10.3,0.05,0.99666,14.4,0.41,white
7,0.25,10.8,0.036,0.991,1.2,0.56,white
6,0.23,11.2,0.023,0.99068,3.1,0.51,white
6,0.23,11.8,0.024,0.99084,1.7,0.6,white
6,0.17,9.8,0.05,0.9939,6,0.54,white
6,0.38,10,0.041,0.99624,11.8,0.49,white
4,0.31,8.8,0.052,0.99602,6.2,0.39,white
4,0.38,10.1,0.142,0.9926,1.4,0.52,white
5,0.44,9.5,0.056,0.99718,12.1,0.5,white
5,0.44,9.5,0.056,0.99718,12.1,0.5,white
5,0.44,9.5,0.056,0.99718,12.1,0.5,white
4,0.38,9.2,0.06,0.99344,3.9,0.34,white
6,0.33,12.2,0.041,0.99184,4.6,0.74,white
5,0.44,9.5,0.056,0.99718,12.1,0.5,white
6,0.19,11.3,0.046,0.99033,1.2,0.53,white
6,0.28,12.1,0.038,0.99248,8.1,0.29,white
4,0.38,9.2,0.06,0.99344,3.9,0.34,white
4,0.43,11.2,0.029,0.99076,1.1,0.48,white
7,0.22,12.5,0.029,0.99092,6.5,0.44,white
5,0.345,10.6,0.056,0.99486,10.1,0.56,white
7,0.255,10.4,0.056,0.99464,10.7,0.61,white
7,0.2,10.1,0.047,0.99235,3.2,0.53,white
6,0.29,9.9,0.048,0.99612,12.4,0.56,white
6,0.26,11,0.046,0.99202,5.2,0.68,white
6,0.22,10,0.045,0.99261,5,0.63,white
6,0.35,12.7,0.066,0.98964,2.5,0.42,white
6,0.39,12.1,0.036,0.99206,9.2,0.35,white
6,0.23,10.4,0.052,0.9938,6.9,0.46,white
6,0.22,10.4,0.05,0.99204,2,0.47,white
5,0.29,9.2,0.04,0.99736,15,0.5,white
